Items: 500
Max score assuming infinite container: 2311
Gen #0 | Best score: 349 | Gen avg: 277.37 | Current optimal: 349 | Optimal ID: d78ef442f6cc9478651211e0a509326c | Wasted room: 132
Gen #5584 | Best score: 423 | Gen avg: 223.59 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5585 | Best score: 423 | Gen avg: 216.84 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5586 | Best score: 423 | Gen avg: 224.85 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5587 | Best score: 423 | Gen avg: 217.83 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5588 | Best score: 423 | Gen avg: 218.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5589 | Best score: 423 | Gen avg: 230.59 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5590 | Best score: 423 | Gen avg: 225.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5591 | Best score: 423 | Gen avg: 223.95 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5592 | Best score: 423 | Gen avg: 219.18 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5593 | Best score: 423 | Gen avg: 228.57 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5594 | Best score: 423 | Gen avg: 226.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5595 | Best score: 423 | Gen avg: 220.29 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5596 | Best score: 417 | Gen avg: 234.69 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5597 | Best score: 417 | Gen avg: 237.29 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5598 | Best score: 417 | Gen avg: 228.21 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5599 | Best score: 417 | Gen avg: 239.02 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5600 | Best score: 417 | Gen avg: 234.60 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5601 | Best score: 417 | Gen avg: 225.98 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5602 | Best score: 417 | Gen avg: 224.49 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5603 | Best score: 417 | Gen avg: 226.06 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5604 | Best score: 417 | Gen avg: 237.25 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5605 | Best score: 417 | Gen avg: 225.60 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5606 | Best score: 417 | Gen avg: 223.95 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5607 | Best score: 417 | Gen avg: 228.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5608 | Best score: 417 | Gen avg: 225.55 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5609 | Best score: 417 | Gen avg: 234.07 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5610 | Best score: 417 | Gen avg: 226.30 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5611 | Best score: 417 | Gen avg: 230.91 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5612 | Best score: 417 | Gen avg: 231.62 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5613 | Best score: 433 | Gen avg: 228.12 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5614 | Best score: 433 | Gen avg: 230.65 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5615 | Best score: 433 | Gen avg: 229.08 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5616 | Best score: 433 | Gen avg: 223.03 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5617 | Best score: 417 | Gen avg: 232.08 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5618 | Best score: 417 | Gen avg: 235.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5619 | Best score: 417 | Gen avg: 244.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5620 | Best score: 417 | Gen avg: 240.29 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5621 | Best score: 422 | Gen avg: 242.91 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5622 | Best score: 422 | Gen avg: 243.41 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5623 | Best score: 422 | Gen avg: 247.33 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5624 | Best score: 422 | Gen avg: 244.96 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5625 | Best score: 422 | Gen avg: 233.81 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5626 | Best score: 422 | Gen avg: 237.78 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5627 | Best score: 424 | Gen avg: 240.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5628 | Best score: 431 | Gen avg: 238.93 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5629 | Best score: 431 | Gen avg: 238.03 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5630 | Best score: 431 | Gen avg: 238.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5631 | Best score: 431 | Gen avg: 246.15 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5632 | Best score: 431 | Gen avg: 241.14 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5633 | Best score: 431 | Gen avg: 243.49 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5634 | Best score: 431 | Gen avg: 251.27 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5635 | Best score: 431 | Gen avg: 250.72 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5636 | Best score: 431 | Gen avg: 235.81 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5637 | Best score: 431 | Gen avg: 232.36 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5638 | Best score: 431 | Gen avg: 232.75 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5639 | Best score: 431 | Gen avg: 229.58 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5640 | Best score: 431 | Gen avg: 227.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5641 | Best score: 427 | Gen avg: 234.96 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5642 | Best score: 427 | Gen avg: 227.52 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5643 | Best score: 427 | Gen avg: 224.06 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5644 | Best score: 427 | Gen avg: 218.45 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5645 | Best score: 427 | Gen avg: 220.71 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5646 | Best score: 427 | Gen avg: 230.14 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5647 | Best score: 427 | Gen avg: 222.98 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5648 | Best score: 427 | Gen avg: 224.01 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5649 | Best score: 427 | Gen avg: 229.44 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5650 | Best score: 427 | Gen avg: 233.23 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5651 | Best score: 427 | Gen avg: 241.67 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5652 | Best score: 427 | Gen avg: 244.92 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5653 | Best score: 427 | Gen avg: 238.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5654 | Best score: 427 | Gen avg: 233.35 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5655 | Best score: 427 | Gen avg: 236.90 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5656 | Best score: 427 | Gen avg: 236.60 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5657 | Best score: 427 | Gen avg: 226.90 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5658 | Best score: 427 | Gen avg: 224.25 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5659 | Best score: 427 | Gen avg: 221.83 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5660 | Best score: 427 | Gen avg: 217.36 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5661 | Best score: 427 | Gen avg: 218.83 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5662 | Best score: 427 | Gen avg: 219.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5663 | Best score: 422 | Gen avg: 218.25 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5664 | Best score: 422 | Gen avg: 221.41 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5665 | Best score: 422 | Gen avg: 223.30 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5666 | Best score: 415 | Gen avg: 219.03 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5667 | Best score: 415 | Gen avg: 229.05 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5668 | Best score: 415 | Gen avg: 236.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5669 | Best score: 413 | Gen avg: 237.69 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5670 | Best score: 406 | Gen avg: 235.45 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5671 | Best score: 406 | Gen avg: 238.67 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5672 | Best score: 406 | Gen avg: 240.60 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5673 | Best score: 406 | Gen avg: 238.63 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5674 | Best score: 406 | Gen avg: 239.21 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5675 | Best score: 406 | Gen avg: 244.43 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5676 | Best score: 407 | Gen avg: 245.21 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5677 | Best score: 407 | Gen avg: 244.82 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5678 | Best score: 407 | Gen avg: 241.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5679 | Best score: 406 | Gen avg: 243.74 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5680 | Best score: 406 | Gen avg: 244.95 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5681 | Best score: 406 | Gen avg: 259.44 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5682 | Best score: 406 | Gen avg: 250.92 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5683 | Best score: 399 | Gen avg: 251.49 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5684 | Best score: 399 | Gen avg: 251.35 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5685 | Best score: 397 | Gen avg: 249.23 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5686 | Best score: 397 | Gen avg: 247.50 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5687 | Best score: 397 | Gen avg: 236.72 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5688 | Best score: 397 | Gen avg: 240.23 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5689 | Best score: 396 | Gen avg: 231.68 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5690 | Best score: 378 | Gen avg: 231.09 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5691 | Best score: 378 | Gen avg: 240.88 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5692 | Best score: 378 | Gen avg: 229.01 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5693 | Best score: 381 | Gen avg: 235.97 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5694 | Best score: 384 | Gen avg: 242.40 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5695 | Best score: 384 | Gen avg: 231.40 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5696 | Best score: 394 | Gen avg: 241.63 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5697 | Best score: 396 | Gen avg: 240.57 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5698 | Best score: 396 | Gen avg: 235.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5699 | Best score: 399 | Gen avg: 252.24 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5700 | Best score: 399 | Gen avg: 243.49 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5701 | Best score: 402 | Gen avg: 237.17 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5702 | Best score: 402 | Gen avg: 249.63 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5703 | Best score: 402 | Gen avg: 247.95 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5704 | Best score: 402 | Gen avg: 235.61 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5705 | Best score: 402 | Gen avg: 232.32 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5706 | Best score: 402 | Gen avg: 246.79 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5707 | Best score: 402 | Gen avg: 235.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5708 | Best score: 402 | Gen avg: 240.97 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5709 | Best score: 402 | Gen avg: 253.83 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5710 | Best score: 402 | Gen avg: 246.51 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5711 | Best score: 402 | Gen avg: 241.27 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5712 | Best score: 402 | Gen avg: 243.28 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5713 | Best score: 402 | Gen avg: 236.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5714 | Best score: 402 | Gen avg: 247.16 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5715 | Best score: 402 | Gen avg: 238.39 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5716 | Best score: 402 | Gen avg: 240.63 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5717 | Best score: 402 | Gen avg: 247.32 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5718 | Best score: 402 | Gen avg: 254.16 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5719 | Best score: 402 | Gen avg: 264.11 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5720 | Best score: 402 | Gen avg: 251.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5721 | Best score: 402 | Gen avg: 244.58 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5722 | Best score: 402 | Gen avg: 245.60 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5723 | Best score: 402 | Gen avg: 253.44 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5724 | Best score: 402 | Gen avg: 251.27 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5725 | Best score: 402 | Gen avg: 246.82 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5726 | Best score: 402 | Gen avg: 250.78 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5727 | Best score: 402 | Gen avg: 247.37 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5728 | Best score: 402 | Gen avg: 245.83 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5729 | Best score: 402 | Gen avg: 242.85 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5730 | Best score: 402 | Gen avg: 238.53 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5731 | Best score: 402 | Gen avg: 225.56 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5732 | Best score: 402 | Gen avg: 237.02 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5733 | Best score: 402 | Gen avg: 235.42 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5734 | Best score: 402 | Gen avg: 234.98 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5735 | Best score: 402 | Gen avg: 237.64 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5736 | Best score: 402 | Gen avg: 239.72 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5737 | Best score: 402 | Gen avg: 237.74 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5738 | Best score: 409 | Gen avg: 242.06 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5739 | Best score: 410 | Gen avg: 224.64 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5740 | Best score: 409 | Gen avg: 224.42 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5741 | Best score: 409 | Gen avg: 237.42 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5742 | Best score: 404 | Gen avg: 243.06 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5743 | Best score: 404 | Gen avg: 244.67 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5744 | Best score: 404 | Gen avg: 241.89 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5745 | Best score: 404 | Gen avg: 245.91 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5746 | Best score: 404 | Gen avg: 249.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5747 | Best score: 404 | Gen avg: 244.26 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5748 | Best score: 404 | Gen avg: 258.33 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5749 | Best score: 404 | Gen avg: 266.52 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5750 | Best score: 404 | Gen avg: 265.01 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5751 | Best score: 402 | Gen avg: 266.08 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5752 | Best score: 402 | Gen avg: 265.53 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5753 | Best score: 402 | Gen avg: 264.09 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5754 | Best score: 402 | Gen avg: 268.73 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5755 | Best score: 408 | Gen avg: 264.71 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5756 | Best score: 408 | Gen avg: 261.77 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5757 | Best score: 408 | Gen avg: 268.45 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5758 | Best score: 408 | Gen avg: 262.45 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
Gen #5759 | Best score: 408 | Gen avg: 255.99 | Current optimal: 455 | Optimal ID: 6e307cde1bcb49fba47ae9b63cb256cc | Wasted room: 170
